country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Costa Rica,El Salvador,56,38,0611,1,Maria José Acon Zeledon,10:24,0,0/2,0/0,0/2,0/2,0,3,3,1,1,2,1,0,-1,-1
Costa Rica,El Salvador,56,38,0611,7,Genesis Villegas Morera,07:04,3,1/3,0/2,1/1,0/2,1,0,1,0,0,0,1,0,0,1
Costa Rica,El Salvador,56,38,0611,10,Raquel Cordero Cordoba,27:00,0,0/7,0/4,0/3,0/4,2,2,4,5,2,2,3,0,24,-1
Costa Rica,El Salvador,56,38,0611,11,Lucia Mariana Mc Guinness Rodriguez,27:28,20,9/21,9/19,0/2,2/6,6,4,10,2,4,1,6,1,15,22
Costa Rica,El Salvador,56,38,0611,12,Sara Fernandez Fernandez,14:30,3,1/5,1/2,0/3,1/7,2,2,4,1,2,0,1,0,8,-1
Costa Rica,El Salvador,56,38,0611,15,Joselyn Rojas Soto,21:22,2,1/10,1/9,0/1,0/0,4,1,5,1,3,0,0,1,0,0
Costa Rica,El Salvador,56,38,0611,17,Maria Alejandra Montero Camareno,21:25,6,3/11,3/11,0/0,0/1,11,4,15,0,3,2,2,2,14,14
Costa Rica,El Salvador,56,38,0611,19,Daliana Sofia Villalobos Arce,12:09,4,2/4,2/4,0/0,0/2,2,1,3,1,0,3,0,0,7,1
Costa Rica,El Salvador,56,38,0611,24,Maria Fernanda Gomez Quesada,05:36,2,1/2,1/1,0/1,0/0,0,0,0,0,0,1,0,0,-5,0
Costa Rica,El Salvador,56,38,0611,26,Priscilla Arias Hernandez,29:51,10,5/17,5/16,0/1,0/0,2,7,9,1,1,5,4,1,20,8
Costa Rica,El Salvador,56,38,0611,28,Shaima Shamiel James Lewis,16:03,6,2/5,2/5,0/0,2/3,4,7,11,2,1,3,1,0,10,13
Costa Rica,El Salvador,56,38,0611,31,Valeria Vargas Corrales,07:08,0,0/0,0/0,0/0,0/0,2,3,5,1,0,4,1,0,-2,3
El Salvador,Costa Rica,38,56,0611,7,LISSETH NOENY LOPEZ MARTINEZ,03:53,0,0/1,0/1,0/0,0/0,0,0,0,0,0,0,0,1,2,0
El Salvador,Costa Rica,38,56,0611,8,Anna Paola Laguan Flores,36:57,12,4/18,3/12,1/6,3/4,4,2,6,2,1,6,7,1,-21,7
El Salvador,Costa Rica,38,56,0611,9,Maya Isabela  Serpas Granados,09:39,0,0/3,0/2,0/1,0/0,0,2,2,0,1,0,0,0,-4,-1
El Salvador,Costa Rica,38,56,0611,10,María José Garcia Aguilar,13:45,0,0/4,0/3,0/1,0/2,0,3,3,1,4,2,0,0,-2,-4
El Salvador,Costa Rica,38,56,0611,11,Ana Camila Quijano Rico,09:14,0,0/1,0/0,0/1,0/0,0,0,0,0,0,5,1,0,-4,-5
El Salvador,Costa Rica,38,56,0611,14,Daniela Nicole  Sanchez Escobar,13:46,3,1/7,1/7,0/0,1/2,1,3,4,1,0,4,3,0,-7,0
